user_id,timestamp,action,text
414198461,2025-04-19T19:56:56.144987,start_command
414198461,2025-04-19T19:57:08.126787,message
414198461,2025-04-19T19:57:15.223402,message
414198461,2025-04-19T20:37:47.180155,message
414198461,2025-04-19T20:38:17.651788,message
414198461,2025-04-19T20:38:24.012638,message
414198461,2025-04-19T20:38:41.363301,message
414198461,2025-04-19T20:46:17.959059,message
414198461,2025-04-19T20:46:18.192976,message
414198461,2025-04-19T20:46:28.136376,message
414198461,2025-04-19T20:46:34.822995,message
414198461,2025-04-19T20:46:42.925549,message
414198461,2025-04-19T20:46:55.338126,message
414198461,2025-04-19T20:47:03.877276,message
414198461,2025-04-19T20:47:08.879207,message
414198461,2025-04-19T20:47:15.666177,message
414198461,2025-04-19T20:47:20.082773,message
414198461,2025-04-19T20:47:24.968522,message
414198461,2025-04-19T20:47:30.060292,message
414198461,2025-04-19T20:47:38.401192,message
414198461,2025-04-19T20:47:42.954926,message
414198461,2025-04-19T20:47:46.155115,message
414198461,2025-04-19T20:47:50.278372,message
414198461,2025-04-19T20:48:14.279764,message
414198461,2025-04-19T20:48:23.294994,message
414198461,2025-04-19T20:48:30.578513,message
414198461,2025-04-19T20:48:33.894933,message
414198461,2025-04-19T20:49:15.415805,message
414198461,2025-04-19T20:49:23.701286,message
414198461,2025-04-19T20:49:28.418436,message
414198461,2025-04-19T20:49:30.182101,message
414198461,2025-04-19T20:49:32.064609,message
414198461,2025-04-19T20:49:33.205990,message
414198461,2025-04-19T20:49:34.375936,message
414198461,2025-04-19T20:49:35.291867,message
414198461,2025-04-19T20:49:36.611539,message
414198461,2025-04-19T20:49:38.132331,message
414198461,2025-04-19T20:49:39.049813,message
414198461,2025-04-19T20:49:40.006870,message
414198461,2025-04-19T20:49:41.020462,message
414198461,2025-04-19T20:49:45.304423,message
414198461,2025-04-19T20:49:49.071988,message
414198461,2025-04-19T20:49:53.042980,message
414198461,2025-04-19T20:49:53.854001,message
414198461,2025-04-19T20:49:55.099807,message
414198461,2025-04-19T20:49:57.392652,message
414198461,2025-04-19T20:49:58.196565,message
414198461,2025-04-19T20:50:00.937801,message
414198461,2025-04-19T20:50:04.268261,message
414198461,2025-04-19T20:50:06.387334,message
414198461,2025-04-19T20:50:07.581426,message
414198461,2025-04-19T20:50:08.518184,message
414198461,2025-04-19T20:50:09.563142,message
414198461,2025-04-19T20:50:11.192523,message
414198461,2025-04-19T20:50:15.566950,message
414198461,2025-04-19T20:50:21.533375,message
414198461,2025-04-19T20:50:23.932040,message
414198461,2025-04-19T20:50:29.454796,message
414198461,2025-04-19T20:50:37.456354,message
414198461,2025-04-19T22:12:22.830173,user_message,Ку-ку
414198461,2025-04-19T22:12:22.830712,gpt_reply,Ошибка при обращении к YandexGPT 😔
414198461,2025-04-19T22:15:52.393940,user_message,Ку-ку
414198461,2025-04-19T22:15:52.419255,gpt_reply,Ошибка при обращении к YandexGPT 😔
414198461,2025-04-19T22:30:01.066082,user_message,Ку-ку
414198461,2025-04-19T22:30:01.405707,gpt_reply,Здравствуйте! Чем могу помочь?
414198461,2025-04-19T22:30:18.817893,user_message,"Ура, я так рада твоему ответу!"
414198461,2025-04-19T22:30:19.250710,gpt_reply,"Спасибо за ваш отзыв! Я рад, что смог помочь. Если у вас есть ещё вопросы, обращайтесь!"
414198461,2025-04-19T22:30:34.245295,user_message,Расскажи про лето
